;Группа;Артикул;Номенклатура;Модели;ЦЕНА;;
;CHEVROLET;96547897;Дверь задняя левая CHEVROLET(седан);LACTT;10220;;13286
;CHEVROLET;96547899;Дверь задняя левая CHEVROLET(седан);LACTT;10220;;13286
;CHEVROLET;96585394;Дверь задняя левая CHEVROLET(седан);AVEO;6950;;9035
;CHEVROLET;96585401;Дверь задняя левая CHEVROLET(седан);AVEO;9060;;11778
;CHEVROLET;96547907;Дверь задняя левая CHEVROLET(хэтчбек);LACTT;11500;;14950
;CHEVROLET;96585392;Дверь задняя левая CHEVROLET(хэчбэк);AVEO;12100;;15730
;CHEVROLET;96897391;Дверь задняя левая CHEVROLET(хэчбэк);AVEO;9060;;11778
;CHEVROLET;96547683;Дверь задняя левая DAEWOO;LACTT;10220;;13286
;CHEVROLET;96547905;Дверь задняя левая х/бек 96547797;LACTT;11000;;14300
;CHEVROLET;96386726;Дверь задняя правая;REZZO;10220;;13286
;CHEVROLET;96942268;Дверь задняя правая;GENTRA/AVEO-2;10900;;14170
;CHEVROLET;96601253;Дверь задняя правая;SPARK;7900;;10270
;CHEVROLET;96310032;Дверь задняя правая;LAN;7960;;10348
;CHEVROLET;96897340;Дверь задняя правая;GENTRA/AVEO-2;9060;;11778
;CHEVROLET;96585391;Дверь задняя правая (хэчбэк);AVEO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96648860;Дверь задняя правая 96942268;GENTRA/AVEO-2;14100;;18330
;CHEVROLET;96303929;Дверь задняя правая CHEVROLET;LAN;7960;;10348
;CHEVROLET;96547916;Дверь задняя правая CHEVROLET(вагон);LACTT;10220;;13286
;CHEVROLET;96547900;Дверь задняя правая CHEVROLET(седан);LACTT;5450;;7085
;CHEVROLET;96585400;Дверь задняя правая CHEVROLET(седан);AVEO-1;9060;;11778
;CHEVROLET;96585402;Дверь задняя правая CHEVROLET(седан);AVEO;9060;;11778
;CHEVROLET;96585393;Дверь задняя правая CHEVROLET(хэчбэк);AVEO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96547908;Дверь задняя правая CHEVROLET(хэчбэк);LACTT;10220;;13286
;CHEVROLET;96897392;Дверь задняя правая CHEVROLET(хэчбэк);AVEO;9060;;11778
;CHEVROLET;96547684;Дверь задняя правая DAEWOO;LACTT;10220;;13286
;CHEVROLET;96547682;Дверь задняя правая H/B -2005;LACTT;8750;;11375
;CHEVROLET;96459462;Дверь задняя(5-Я);REZZO;9870;;12831
;CHEVROLET;96540838;Дверь задняя(5-Я) (хэчбэк) это на авео подспойлер;AVEO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96617827;Дверь задняя(5-Я) вагон;LACTT;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96476510;Дверь задняя(5-Я) вагон;LACTT;9870;;12831
;CHEVROLET;96256036;Дверь задняя(5-Я) хетчбек;LAN;5500;;7150
;CHEVROLET;96307283;Дверь передняя левая;LAN;8250;;10725
;CHEVROLET;96601157;Дверь передняя левая;SPARK;8600;;11180
;CHEVROLET;96593243;Дверь передняя левая ;REZZO;10220;;13286
;CHEVROLET;96585325;Дверь передняя левая CHEVROLET;AVEO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96585327;Дверь передняя левая CHEVROLET;AVEO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96648795;Дверь передняя левая CHEVROLET;GENTRA/AVEO-2;12600;;16380
;CHEVROLET;96547849;Дверь передняя левая CHEVROLET;LACTT;10220;;13286
;CHEVROLET;96547851;Дверь передняя левая CHEVROLET;LACTT;11400;;14820
;CHEVROLET;96303836;Дверь передняя левая CHEVROLET;LAN;7260;;9438
;CHEVROLET;96896991;Дверь передняя левая CHEVROLET;AVEO-2, GENTRA/AVEO-2;12600;;16380
;CHEVROLET;96897359;Дверь передняя левая CHEVROLET;AVEO;9060;;11778
;CHEVROLET;96547285;Дверь передняя левая DAEWOO;LACTT;10220;;13286
;CHEVROLET;96585326;Дверь передняя правая;AVEO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96547282;Дверь передняя правая;AVEO;10220;;13286
;CHEVROLET;96593244;Дверь передняя правая;REZZO;10220;;13286
;CHEVROLET;96307284;Дверь передняя правая;LAN;8250;;10725
;CHEVROLET;96601158;Дверь передняя правая;SPARK;8600;;11180
;CHEVROLET;96896992;Дверь передняя правая;;13200;;17160
;CHEVROLET;96897360;Дверь передняя правая;AVEO;9060;;11778
;CHEVROLET;96547286;Дверь передняя правая (DAEWOO);LACTT;10220;;13286
;CHEVROLET;96307282;Дверь передняя правая 3DR;LAN;5020;;6526
;CHEVROLET;96585328;Дверь передняя правая CHEVROLET;AVEO-1;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96648796;Дверь передняя правая CHEVROLET;GENTRA/AVEO-2;4850;;6305
;CHEVROLET;96547850;Дверь передняя правая CHEVROLET;LACTT;10220;;13286
;CHEVROLET;96547852;Дверь передняя правая CHEVROLET;LACTT;10220;;13286
;CHEVROLET;96303837;Дверь передняя правая CHEVROLET;LAN;7260;;9438
;CHEVROLET;94530611;Держатель упора капота;REZZO;30;;39
;CHEVROLET;96165268;Держатель упора капота;LACTT, LAN;50;;65
;CHEVROLET;93740811;Диодный мост;KALOS;1720;;2236
;CHEVROLET;96534921;Диск колеса R13 черные;AVEO;1940;;2522
;CHEVROLET;DEW0600002/55;Диск колеса R14 черный;LACTT;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96534957;Диск колеса R14 черный;AVEO;2330;;3029
;CHEVROLET;96653134;Диск колеса R15 ;AVEO-2;2330;;3029
;CHEVROLET;96499271;Диск колеса R15 черный;LACTT;2330;;3029
;CHEVROLET;96817346;Диск колеса R15 черный;LACTT;2330;;3029
;CHEVROLET;96406013;Диск колеса литой R15;LACTT;6740;;8762
;CHEVROLET;96454456;Диск колеса литой R15;LACTT;6740;;8762
;CHEVROLET;96464659;Диск колеса литой R15;LACTT;8160;;10608
;CHEVROLET;96408517;Диск сцепления;LACTT;2140;;2782
;CHEVROLET;96343030;Диск сцепления 1,2 SOHC;AVEO;1770;;2301
;CHEVROLET;96468826;Диск сцепления 1,6 DOHC;AVEO-1, AVEO-2, NUB, REZZO;1860;;2418
;CHEVROLET;96408623;Диск сцепления 1,8 L SOHC;LAN, NUB, REZZO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96331920;Диск сцепления 2,0 L DOHC;LEG, MAGNUS, NUB, REZZO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96549630;Диск тормозной задний;LACTT;2230;;2899
;CHEVROLET;96574633;Диск тормозной передний;AVEO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96574633_OEM;Диск тормозной передний;AVEO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96471274;Диск тормозной передний;AVEO;1630;;2119
;CHEVROLET;96549782;Диск тормозной передний;LACTT;2550;;3315
;CHEVROLET;96328338;Диск тормозной передний 2,0 L DOHC;MAGNUS, REZZO;2460;;3198
;CHEVROLET;96617677;Дуга крыши левая (вагон);LACTT;3810;;4953
;CHEVROLET;96617678;Дуга крыши правая (вагон);LACTT;3810;;4953
;CHEVROLET;96651353;Жгут проводов;AVEO-2;3310;;4303
;CHEVROLET;92062782;Заглушка крышки ремня ГРМ перед 1,8/2,0;LACTT, LEGANZA 2,0L 16v;220;;286
;CHEVROLET;96648785;Заглушка ПТФ левая;AVEO-2;100;;130
;CHEVROLET;96226173;Заглушка ПТФ левая;LAN;200;;260
;CHEVROLET;96600348;Заглушка ПТФ левая;AVEO;60;;78
;CHEVROLET;96600283;Заглушка ПТФ левая;SPARK;80;;104
;CHEVROLET;96546903;Заглушка ПТФ левая;LACTT;80;;104
;CHEVROLET;96226174;Заглушка ПТФ правая;LAN;200;;260
;CHEVROLET;96648786;Заглушка ПТФ правая;AVEO-2;100;;130
;CHEVROLET;96600349;Заглушка ПТФ правая;AVEO-1;60;;78
;CHEVROLET;96546904;Заглушка ПТФ правая;LACTT;80;;104
;CHEVROLET;96600284;Заглушка ПТФ правая;SPARK;80;;104
;CHEVROLET;96236135;Заглушка центральной консоли;LAN;80;;104
;CHEVROLET;96476565;Замок;;930;;1209
;CHEVROLET;96540941;Замок 5-ой двери ;AVEO;630;;819
;CHEVROLET;96540940;Замок 5-ой двери ответная часть;AVEO;170;;221
;CHEVROLET;96303364;Замок багажника  ответная часть;LAN;200;;260
;CHEVROLET;96424602;Замок вещевого ящика;LACTT;690;;897
;CHEVROLET;96272643;Замок двери передней LH;NUB;1170;;1521
;CHEVROLET;96272644;Замок двери передней RH;NUB;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96272641;Замок двери передней ЛВ (механизм);LACTT;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96305419;Замок задней левой двери;LAN;650;;845
;CHEVROLET;96260995;Замок задней левой двери (электрич);KALOS, LACTT, NUB, REZZO;1040;;1352
;CHEVROLET;96305420;Замок задней правой двери;LAN;650;;845
;CHEVROLET;96260996;Замок задней правой двери (электрич);KALOS, LACTT, NUB, REZZO;1140;;1482
;CHEVROLET;96540933;Замок капота;AVEO;260;;338
;CHEVROLET;96326997;Замок капота;MAGNUS;490;;637
;CHEVROLET;96303295;Замок капота;LAN;600;;780
;CHEVROLET;96617867;Замок капота ;LACTT;330;;429
;CHEVROLET;96649316;Замок капота (крючок);GENTRA/AVEO-2;260;;338
;CHEVROLET;96548882;Замок капота (крючок) х/б;LACTT;330;;429
;CHEVROLET;96534213;Замок капота (механизм) на панели;AVEO, GENTRA/AVEO-2;240;;312
;CHEVROLET;96548875;Замок капота на панели;LACTT;260;;338
;CHEVROLET;96548876;Замок капота на панели;LACTT;260;;338
;CHEVROLET;96205446;Замок крышки багажника;LAN;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96435002;Замок крышки багажника (вагон);LACTT;950;;1235
;CHEVROLET;96349669;Замок крышки багажника (седан);LACTT;930;;1209
;CHEVROLET;96425932;Замок крышки багажника (хечбек);LACTT;950;;1235
;CHEVROLET;96248525;Замок лючка бензобака;LAN;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96534241;Замок лючка бензобака;AVEO-1;80;;104
;CHEVROLET;96272640;Замок передней левой двери (электрич);LACTT;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96305409;Замок передней левой двери -595889;LAN;1050;;1365
;CHEVROLET;96348304;Замок передней левой двери 595889-;LAN;1030;;1339
;CHEVROLET;96348305;Замок передней правой двери 595889-;LAN;550;;715
;CHEVROLET;96185252;Замок ремня безопасности;;420;;546
;CHEVROLET;96182236;Защита выпускного коллектора 8V;LAN;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96261164;Защита двигателя левая;REZZO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96454472;Защита двигателя левая;LACTT;1640;;2132
;CHEVROLET;96545471;Защита двигателя левая;LACTT;270;;351
;CHEVROLET;96261165;Защита двигателя праая;REZZO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96454473;Защита двигателя правая;LACTT;1640;;2132
;CHEVROLET;96398984;Защита двигателя правая;AVEO, AVEO-2;250;;325
;CHEVROLET;96545472;Защита двигателя правая;LACTT;270;;351
;CHEVROLET;96251681;Защита двигателя правая;LAN;300;;390
;CHEVROLET;96458087;Зеркало Aveo (новая) RH (механ, окрас);;3030;;3939
;CHEVROLET;96238944;Зеркало левое;LAN;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96262604;Зеркало левое;REZZO;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96304167;Зеркало левое (мех);LAN;1600;;2080
;CHEVROLET;96543116;Зеркало левое механическое;AVEO;1960;;2548
;CHEVROLET;96648563;Зеркало левое механическое (серое);GENTRA/AVEO-2;1960;;2548
;CHEVROLET;96648491;Зеркало левое механическое (черное);AVEO-2;1450;;1885
;CHEVROLET;96546794;Зеркало левое электр;LACTT;5110;;6643
;CHEVROLET;96408136;Зеркало левое электрическое;AVEO;2330;;3029
;CHEVROLET;96545712;Зеркало левое электрическое;LACTT;2420;;3146
;CHEVROLET;96648492;Зеркало левое электрическое;GENTRA/AVEO-2;2620;;3406
;CHEVROLET;96546791;Зеркало левое электрическое;LACTT;2770;;3601
;CHEVROLET;96492445;Зеркало левое электрическое;MAGNUS;3200;;4160
;CHEVROLET;96618696;Зеркало левое электрическое(обогрев);AVEO;2620;;3406
;CHEVROLET;96600400;Зеркало левое электрическое(обогрев);AVEO;2620;;3406
;CHEVROLET;96330428;Зеркало правое;REZZO;2730;;3549
;CHEVROLET;96227724;Зеркало правое (механическое) LAN;LAN;1650;;2145
;CHEVROLET;96304168;Зеркало правое механическое;LAN;1580;;2054
;CHEVROLET;96406183;Зеркало правое механическое;AVEO;1960;;2548
;CHEVROLET;96458084;Зеркало правое механическое;GENTRA/AVEO-2;1450;;1885
;CHEVROLET;96349551;Зеркало правое механическое(KALOS);AVEO, KALOS;1960;;2548
;CHEVROLET;96546908;Зеркало правое электрическое;LACTT;Уточняйте наличие;;#ЗНАЧ!
;CHEVROLET;96543119;Зеркало правое электрическое;AVEO;2330;;3029
;CHEVROLET;96545714;Зеркало правое электрическое;LACTT;2420;;3146
